Cycle,Time_Min,Voltage,Current,Temp,Capacity
1,0,3.4569,3.9991,26.3,1.861
1,0.410496062992126,3.62017440944882,4.0000167104112,26.2083552055993,1.861
1,0.820992125984252,3.6601937007874,4.0002,26.388188976378,1.861
1,1.23148818897638,3.67595567392311,4.0002,26.5,1.861
1,1.6419842519685,3.68646442797591,4.0002,26.8,1.861
1,2.05248031496063,3.69637577582214,4.00004140805929,26.9792959703566,1.861
1,2.46297637795276,3.70607605372858,4.0002,27.2,1.861
1,2.87347244094488,3.71544918943956,4.0002,27.5,1.861
1,3.28396850393701,3.72433280839895,4.00008853893263,27.7,1.861
1,3.69446456692913,3.73261408059287,4.0002,27.938026864289,1.861
1,4.10496062992126,3.73994025011579,4.0002,28.2,1.861
1,4.51545669291339,3.74683209819361,4.00006419638722,28.4,1.861
1,4.92595275590551,3.75283446039833,4.0002,28.5885132005558,1.861
1,5.33644881889764,3.75862880963409,4.0002,28.7144048170449,1.861
1,5.74694488188976,3.76373432144511,4.0002,28.9,1.861
1,6.15744094488189,3.76881435849931,4.0002,29,1.861
1,6.56793700787402,3.77355182955072,4.0002,29.282723483094,1.861
1,6.97843307086614,3.77835721784777,4.0002,29.3,1.861
1,7.38892913385827,3.78281134784623,4.0002,29.4,1.861
1,7.79942519685039,3.78740838351088,4.0002,29.5916164891153,1.861
1,8.20992125984252,3.79170541917554,4.0002,29.7,1.861
1,8.62041732283465,3.79610490968041,4.0002,29.8,1.861
1,9.03091338582677,3.80041014873141,4.0002,30,1.861
1,9.4414094488189,3.80489305233905,4.0002,30.1965261695229,1.861
1,9.85190551181102,3.80937535896248,4.00017535896248,30.3,1.861
1,10.2624015748031,3.81409059749884,4.0002,30.3,1.861
1,10.6728976377953,3.8186628994905,4.0002,30.4,1.861
1,11.0833937007874,3.82348466882816,4.0002,30.5,1.861
1,11.4938897637795,3.82857517369152,4.0002,30.6,1.861
1,11.9043858267717,3.83378462251042,4.0002,30.6846225104215,1.861
1,12.3148818897638,3.83915155164428,4.0002,30.9,1.861
1,12.7253779527559,3.8448456229736,4.0002,30.9,1.861
1,13.135874015748,3.85074923575729,4.0002,30.930152848541,1.861
1,13.5463700787402,3.85690064844836,4.0002,31.1,1.861
1,13.9568661417323,3.86355567392311,4.0002,31.2,1.861
1,14.3673622047244,3.87040477072719,4.0002,31.3,1.861
1,14.7778582677165,3.87772774432608,4.0002,31.4,1.861
1,15.1883543307087,3.88544363131079,4.0002,31.5,1.861
1,15.5988503937008,3.89367383047707,4.0002,31.6,1.861
1,16.0093464566929,3.90248162729659,4.0002,31.6,1.861
1,16.419842519685,3.91166100046318,4.0002,31.7,1.861
1,16.8303385826772,3.92141185734136,4.0002,31.7,1.861
1,17.2408346456693,3.93188531727652,4.0002,31.8284390921723,1.861
1,17.6513307086614,3.94270730533683,4.0002,31.9,1.861
1,18.0618267716535,3.95423506252895,4.0002,31.9,1.861
1,18.4723228346457,3.96632714219546,4.0002,32,1.861
1,18.8828188976378,3.97878985641501,4.0001550717925,32.1,1.861
1,19.2933149606299,3.99169749884206,4.0002,32.2,1.861
1,19.703811023622,4.00488522464104,4.0002,32.1893469198703,1.861
1,20.1143070866142,4.01871083835109,4.0000036127837,32.2,1.861
1,20.5248031496063,4.03272677165354,4.00000892388451,32.3,1.861
1,20.9352992125984,4.0470458545623,4.0002,32.3,1.861
1,21.3457952755906,4.0614844835572,4.0002,32.3,1.861
1,21.7562913385827,4.0760573928259,4.00018565179353,32.3,1.861
1,22.1667874015748,4.09098999536823,4.0002,32.3,1.861
1,22.5772834645669,4.10587471051413,4.00019157017138,32.3,1.861
1,22.9877795275591,4.12084974525243,4.0002,32.5,1.861
1,23.3982755905512,4.13562432195975,4.0001697287839,32.5,1.861
1,23.8087716535433,4.15080824455767,4.00017378415933,32.4131079203335,1.861
1,24.2192677165354,4.16570356646596,4.0002,32.5,1.861
1,24.6297637795276,4.18094770727189,4.0002,32.6,1.861
1,25.0402598425197,4.19617532808399,4.0002,32.6792213473316,1.861
1,25.4507559055118,4.2,3.58857308939324,32.6,1.861
1,25.8612519685039,4.2,3.17558248031496,32.5,1.861
1,26.2717480314961,4.2,2.82289722093562,32.5,1.861
1,26.6822440944882,4.2,2.5137512274201,32.5,1.861
1,27.0927401574803,4.2,2.24401391076115,32.3,1.861
