Cycle,Time_Min,Voltage,Current,Temp,Capacity
1,0,3.2494,3.9985,26.2,1.938
1,0.40807874015748,3.47706572487263,4,26.2,1.938
1,0.816157480314961,3.56908754052802,4.0001,26.4,1.938
1,1.22423622047244,3.62319870310329,4.00002491894396,26.5,1.938
1,1.63231496062992,3.65001296896711,4.00009814729041,26.8,1.938
1,2.0403937007874,3.66445275590551,4.0000905511811,27,1.938
1,2.44847244094488,3.67484641037517,4,27.2,1.938
1,2.85655118110236,3.68415090319592,4.0001,27.5,1.938
1,3.26462992125984,3.69289935155164,4.0001,27.7,1.938
1,3.67270866141732,3.70125025474757,4,27.9,1.938
1,4.0807874015748,3.70919624826308,4.00009874942103,28.2,1.938
1,4.48886614173228,3.71672704955998,4.0001,28.4756831866605,1.938
1,4.89694488188976,3.72374321959755,4.0001,28.6,1.938
1,5.30502362204724,3.7302228783902,4,28.8,1.938
1,5.71310236220472,3.73634826308476,4.00002413154238,29,1.938
1,6.1211811023622,3.74202084298286,4.0001,29.1930523390459,1.938
1,6.52925984251968,3.74747799907365,4.00002200092635,29.3,1.938
1,6.93733858267717,3.75272163038444,4.00003918480778,29.4,1.938
1,7.34541732283465,3.75773009623797,4.00006990376203,29.6,1.938
1,7.75349606299213,3.76261760074108,4.00009119962946,29.7,1.938
1,8.16157480314961,3.76749249652617,4.0001,29.8,1.938
1,8.56965354330709,3.77208619731357,4.0001,29.9,1.938
1,8.97773228346457,3.77686901343214,4.0001,30,1.938
1,9.38581102362205,3.78174594719778,4.0001,30.1,1.938
1,9.79388976377953,3.78632876331635,4.0001,30.2,1.938
1,10.201968503937,3.79111157943492,4.0001,30.3115794349236,1.938
1,10.6100472440945,3.79598879110699,4.0001,30.4,1.938
1,11.018125984252,3.80069028871391,4.00004514435696,30.5,1.938
1,11.4262047244094,3.80573061602594,4.00003061602594,30.6,1.938
1,11.8342834645669,3.81071509958314,4.0001,30.7,1.938
1,12.2423622047244,3.81605345067161,4.0000155164428,30.8,1.938
1,12.6504409448819,3.82146141732283,4.00003858267717,30.8,1.938
1,13.0585196850394,3.82694423344141,4.00005576655859,30.9,1.938
1,13.4665984251969,3.83276350162112,4.0001,31.0211672070403,1.938
1,13.8746771653543,3.83885900880037,4.0001,31.1,1.938
1,14.2827559055118,3.84513830477073,4.0001,31.1,1.938
1,14.6908346456693,3.85163057742782,4.0001,31.2,1.938
1,15.0989133858268,3.85865141269106,4.00001713756369,31.4,1.938
1,15.5069921259843,3.86599981472904,4.00009995368226,31.4999536822603,1.938
1,15.9150708661417,3.8737483094025,4.0001,31.5,1.938
1,16.3231496062992,3.88212792959704,4.0001,31.5,1.938
1,16.7312283464567,3.89081713756369,4.0001,31.5,1.938
1,17.1393070866142,3.90005609078277,4.00003121815655,31.6,1.938
1,17.5473858267717,3.90994075961093,4.0001,31.7,1.938
1,17.9554645669291,3.92046660490968,4.0001,31.7,1.938
1,18.3635433070866,3.9316507642427,4.00004974525243,31.8,1.938
1,18.7716220472441,3.943135942566,4.0000728114868,31.9,1.938
1,19.1797007874016,3.95531946631671,4.0001,31.9,1.938
1,19.5877795275591,3.96800528022233,4.00008105604446,32,1.938
1,19.9958582677165,3.98136053728578,4.00004789254284,32,1.938
1,20.403937007874,3.99494446503011,4.00003492357573,32.1,1.938
1,20.8120157480315,4.00894191755442,4,32.1,1.938
1,21.220094488189,4.02363648293963,4.00000608048994,32.1,1.938
1,21.6281732283465,4.0384002315887,4.00008337193145,32.1,1.938
1,22.0362519685039,4.05346331635016,4,32.2,1.938
1,22.4443307086614,4.0687390921723,4,32.2,1.938
1,22.8524094488189,4.08396150995831,4,32.3,1.938
1,23.2604881889764,4.09952311255211,4,32.3,1.938
1,23.6685669291339,4.11488216767022,4,32.3,1.938
1,24.0766456692913,4.13020323709536,4,32.2,1.938
1,24.4847244094488,4.14564159333025,4.00003691523854,32.3,1.938
1,24.8928031496063,4.16076456692913,4,32.3,1.938
1,25.3008818897638,4.17582939632546,4.0001,32.3,1.938
1,25.7089606299213,4.19109814729041,4,32.3,1.938
1,26.1170393700787,4.2,3.75221421954609,32.3,1.938
1,26.5251181102362,4.2,3.299139323761,32.3,1.938
1,26.9331968503937,4.2,2.92243158355205,32.2,1.938
1,27.3412755905512,4.2,2.59448985641501,32.1310328855952,1.938
1,27.7493543307087,4.2,2.31176901343214,32.0197313571098,1.938
1,28.1574330708661,4.2,2.07121014358499,31.9,1.938
1,28.5655118110236,4.2,1.86623288559518,31.7264011116258,1.938
1,28.9735905511811,4.2,1.68812261592301,31.5,1.938
1,29.3816692913386,4.2,1.52772878390201,31.4,1.938
1,29.7897480314961,4.2,1.38543149606299,31.1,1.938
1,30.1978267716535,4.2,1.25966271421955,30.8107457156091,1.938
1,30.605905511811,4.2,1.14942362204724,30.6005905511811,1.938
1,31.0139842519685,4.2,1.05366964129484,30.4,1.938
1,31.422062992126,4.2,0.969889501312336,30.1329833770779,1.938
1,31.8301417322835,4.2,0.897923714682723,30,1.938
