Cycle,Time_Min,Voltage,Current,Temp,Capacity
1,0,3.4526,3.9985,26.2,1.858
1,0.416968503937008,3.62025363594257,4.0001,26.2,1.858
1,0.833937007874016,3.66111357109773,4.0001,26.3,1.858
1,1.25090551181102,3.6778089856415,4.0001182028717,26.5,1.858
1,1.66787401574803,3.68866836498379,4.00017721167207,26.8,1.858
1,2.08484251968504,3.69895604446503,4.00014798517832,27,1.858
1,2.50181102362205,3.70897679481241,4.0002,27.2,1.858
1,2.91877952755906,3.71859481241315,4.0002,27.5,1.858
1,3.33574803149606,3.72748378879111,4.0002,27.7,1.858
1,3.75271653543307,3.7357521537749,4.0002,27.9,1.858
1,4.16968503937008,3.7431780839895,4.0002,28.2,1.858
1,4.58665354330709,3.7499330245484,4.0001667438629,28.4,1.858
1,5.00362204724409,3.75593672996758,4.00016836498379,28.5,1.858
1,5.4205905511811,3.76169545056868,4.0002,28.7,1.858
1,5.83755905511811,3.76709291338583,4.0002,28.9,1.858
1,6.25452755905512,3.77224738304771,4.0002,29,1.858
1,6.67149606299213,3.77721760074108,4.0002,29.2,1.858
1,7.08846456692913,3.78204390921723,4.00014390921723,29.3,1.858
1,7.50543307086614,3.78654627142195,4.00012686428902,29.4,1.858
1,7.92240157480315,3.79120472440945,4.00010236220472,29.5,1.858
1,8.33937007874016,3.79587494210283,4.0002,29.6,1.858
1,8.75633858267717,3.80037846225104,4.00012153774896,29.7784622510422,1.858
1,9.17330708661417,3.8051,4.0002,30,1.858
1,9.59027559055118,3.80958559518295,4.00015720240852,30.1,1.858
1,10.0072440944882,3.81423228346457,4.0002,30.2,1.858
1,10.4242125984252,3.81918687664042,4.0002,30.3,1.858
1,10.8411811023622,3.82416095414544,4.0002,30.4,1.858
1,11.2581496062992,3.82913117183881,4.0002,30.4,1.858
1,11.6751181102362,3.83432484689414,4.0002,30.5937882764654,1.858
1,12.0920866141732,3.83992505789718,4.0002,30.6,1.858
1,12.5090551181102,3.84565358962483,4.0002,30.8,1.858
1,12.9260236220472,3.8515357109773,4.0002,30.8,1.858
1,13.3429921259842,3.85789402501158,4.0002,30.8,1.858
1,13.7599606299213,3.86434636405743,4.00011787864752,31.082121352478,1.858
1,14.1769291338583,3.87132269569245,4.0002,31.2,1.858
1,14.5938976377953,3.87864057433997,4.0001,31.2405743399722,1.858
1,15.0108661417323,3.88637568318666,4.00012431681334,31.4,1.858
1,15.4278346456693,3.89468521434821,4.0002,31.5,1.858
1,15.8448031496063,3.90335534969894,4.00014821676702,31.5482167670218,1.858
1,16.2617716535433,3.91269328392774,4.00010134321445,31.6,1.858
1,16.6787401574803,3.92250129689671,4.00013376563224,31.6,1.858
1,17.0957086614173,3.9329242704956,4.0001,31.7747568318666,1.858
1,17.5126771653543,3.94391991662807,4.0001,31.9,1.858
1,17.9296456692913,3.95549546086151,4.0001390921723,31.9,1.858
1,18.3466141732283,3.96767823066234,4.00016831866605,31.9,1.858
1,18.7635826771654,3.98024654932839,4.0002,31.9093098656785,1.858
1,19.1805511811024,3.9932665122742,4.0001,32.1,1.858
1,19.5975196850394,4.00684187123668,4.00012635479389,32.1,1.858
1,20.0144881889764,4.02057003242242,4.0001,32,1.858
1,20.4314566929134,4.03496317739694,4.00015613710051,32.1,1.858
1,20.8484251968504,4.04943177396943,4.00015794349236,32.3,1.858
1,21.2653937007874,4.06409426946632,4.0001,32.2,1.858
1,21.6823622047244,4.07898550254748,4.0002,32.3,1.858
1,22.0993307086614,4.09389008800371,4.0001,32.3,1.858
1,22.5162992125984,4.10894330708661,4.00017611548556,32.3,1.858
1,22.9332677165354,4.1239725798981,4.00014548402038,32.3,1.858
1,23.3502362204724,4.13883774895785,4.0002,32.3,1.858
1,23.7672047244095,4.15399893469199,4.000175266327,32.4,1.858
1,24.1841732283465,4.16882376100046,4.0002,32.4,1.858
1,24.6011417322835,4.1838058360352,4.00010083371931,32.3008337193145,1.858
1,25.0181102362205,4.19880367454068,4.0001,32.4,1.858
1,25.4350787401575,4.1998696618805,3.50360889300602,32.3,1.858
1,25.8520472440945,4.19980055581288,3.09815748031496,32.3,1.858
1,26.2690157480315,4.19995275590551,2.74575275590551,32.3,1.858
1,26.6859842519685,4.19987077350625,2.43754641037517,32.2,1.858
1,27.1029527559055,4.2,2.17004066697545,32.1,1.858
1,27.5199212598425,4.19994210282538,1.94038411301529,31.9,1.858
1,27.9368897637795,4.2,1.7452519221862,31.7,1.858
1,28.3538582677165,4.19980166743863,1.57575419175544,31.5,1.858
1,28.7708267716535,4.19994321445114,1.4233087540528,31.4,1.858
1,29.1877952755905,4.2,1.28762640111163,31.1,1.858
1,29.6047637795276,4.19999737532808,1.16576430446194,30.9,1.858
1,30.0217322834646,4.2,1.05925238536359,30.7,1.858
1,30.4387007874016,4.2,0.963859842519686,30.5,1.858
1,30.8556692913386,4.19999212598425,0.881077952755906,30.303937007874,1.858
1,31.2726377952756,4.19987375328084,0.808725590551181,30.2,1.858
1,31.6896062992126,4.2,0.74640905511811,30,1.858
1,32.1065748031496,4.2,0.691336498378879,29.8,1.858
1,32.5235433070866,4.2,0.64469388605836,29.6497452524317,1.858
1,32.9405118110236,4.2,0.604575636868921,29.5,1.858
1,33.3574803149606,4.2,0.569425984251969,29.3,1.858
1,33.7744488188976,4.2,0.538903612783697,29.050301065308,1.858
1,34.1914173228346,4.2,0.511563223714683,29,1.858
1,34.6083858267717,4.2,0.487702176933766,28.8081519221862,1.858
1,35.0253543307087,4.2,0.4662635942566,28.7,1.858
1,35.4423228346457,4.2,0.4469,28.5,1.858
1,35.8592913385827,4.2,0.428059564613247,28.4,1.858
1,36.2762598425197,4.1998,0.411371885132006,28.2,1.858
1,36.6932283464567,4.19983079615048,0.395053980752406,28.1,1.858
1,37.1101968503937,4.19983761000463,0.3805,27.9,1.858
1,37.5271653543307,4.2,0.365855905511811,27.848031496063,1.858
1,37.9441338582677,4.1999662806855,0.352250578971746,27.7168596572488,1.858
1,38.3611023622047,4.2,0.338135757295044,27.6817508105605,1.858
1,38.7780708661417,4.2,0.325239925891616,27.5,1.858
1,39.1950393700787,4.19982306623437,0.312269198703103,27.5,1.858
1,39.6120078740157,4.2,0.300040759610931,27.4,1.858
1,40.0289763779528,4.1998,0.2879,27.3,1.858
1,40.4459448818898,4.2,0.277046086150996,27.2,1.858
1,40.8629133858268,4.2,0.266016289370079,27.2,1.858
1,41.2798818897638,4.2,0.255429782306623,27.1,1.858
1,41.6968503937008,4.2,0.245344418712367,27.1,1.858
1,42.1138188976378,4.2,0.235853018372703,27,1.858
1,42.5307874015748,4.199896618805,0.226679712830014,26.9,1.858
